Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,DOM_00_18
2021-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3076,33,3
2021-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3076,5,4
2021-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3076,2,5
2021-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3077,426,1
2021-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3077,76,2
2021-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3077,32,3
2021-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3077,6,4
2021-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3077,3,5
2021-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3078,526,1
2021-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3078,98,2
2021-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3078,56,3
2021-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3078,8,4
2021-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3078,2,5
2021-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3079,551,1
2021-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3079,96,2
2021-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3079,54,3
2021-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3079,13,4
2021-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3079,2,5
2021-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3080,495,1
2021-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3080,84,2
2021-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3080,39,3
2021-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3080,7,4
2021-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3080,1,5
2021-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3081,604,1
2021-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3081,88,2
2021-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3081,63,3
2021-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3081,12,4
2021-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3082,618,1
2021-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3082,94,2
2021-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3082,58,3
2021-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3082,7,4
2021-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3082,3,5
2021-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3083,473,1
2021-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3083,59,2
2021-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3083,39,3
2021-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3083,4,4
2021-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3084,480,1
2021-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3084,54,2
2021-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3084,44,3
2021-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3084,7,4
2021-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3084,3,5
2021-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3085,465,1
2021-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3085,69,2
2021-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3085,41,3
2021-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3085,7,4
2021-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3085,1,5
2021-01-01,3,Sants-Montjuïc,18,Sants,72,3086,434,1
2021-01-01,3,Sants-Montjuïc,18,Sants,72,3086,54,2
2021-01-01,3,Sants-Montjuïc,18,Sants,72,3086,34,3
2021-01-01,3,Sants-Montjuïc,18,Sants,72,3086,7,4
2021-01-01,3,Sants-Montjuïc,18,Sants,72,3087,467,1
2021-01-01,3,Sants-Montjuïc,18,Sants,72,3087,71,2
2021-01-01,3,Sants-Montjuïc,18,Sants,72,3087,53,3
2021-01-01,3,Sants-Montjuïc,18,Sants,72,3087,3,4
2021-01-01,3,Sants-Montjuïc,18,Sants,72,3087,2,5
2021-01-01,3,Sants-Montjuïc,18,Sants,72,3088,469,1
2021-01-01,3,Sants-Montjuïc,18,Sants,72,3088,74,2
2021-01-01,3,Sants-Montjuïc,18,Sants,72,3088,47,3
2021-01-01,3,Sants-Montjuïc,18,Sants,72,3088,6,4
2021-01-01,3,Sants-Montjuïc,18,Sants,72,3088,5,5
2021-01-01,3,Sants-Montjuïc,18,Sants,72,3089,425,1
2021-01-01,3,Sants-Montjuïc,18,Sants,72,3089,54,2
2021-01-01,3,Sants-Montjuïc,18,Sants,72,3089,43,3
2021-01-01,3,Sants-Montjuïc,18,Sants,72,3089,7,4
2021-01-01,3,Sants-Montjuïc,18,Sants,72,3090,337,1
2021-01-01,3,Sants-Montjuïc,18,Sants,72,3090,51,2
2021-01-01,3,Sants-Montjuïc,18,Sants,72,3090,27,3
2021-01-01,3,Sants-Montjuïc,18,Sants,72,3090,5,4
2021-01-01,3,Sants-Montjuïc,18,Sants,72,3091,446,1
2021-01-01,3,Sants-Montjuïc,18,Sants,72,3091,78,2
2021-01-01,3,Sants-Montjuïc,18,Sants,72,3091,46,3
2021-01-01,3,Sants-Montjuïc,18,Sants,72,3091,5,4
2021-01-01,3,Sants-Montjuïc,18,Sants,72,3091,4,5
2021-01-01,3,Sants-Montjuïc,18,Sants,72,3092,407,1
2021-01-01,3,Sants-Montjuïc,18,Sants,72,3092,67,2
2021-01-01,3,Sants-Montjuïc,18,Sants,72,3092,36,3
2021-01-01,3,Sants-Montjuïc,18,Sants,72,3092,8,4
2021-01-01,3,Sants-Montjuïc,18,Sants,72,3093,499,1
2021-01-01,3,Sants-Montjuïc,18,Sants,72,3093,75,2
2021-01-01,3,Sants-Montjuïc,18,Sants,72,3093,45,3
2021-01-01,3,Sants-Montjuïc,18,Sants,72,3093,4,4
2021-01-01,3,Sants-Montjuïc,18,Sants,72,3093,3,5
2021-01-01,3,Sants-Montjuïc,18,Sants,72,3094,418,1
2021-01-01,3,Sants-Montjuïc,18,Sants,72,3094,80,2
2021-01-01,3,Sants-Montjuïc,18,Sants,72,3094,31,3
2021-01-01,3,Sants-Montjuïc,18,Sants,72,3094,7,4
2021-01-01,3,Sants-Montjuïc,18,Sants,72,3094,2,5
2021-01-01,3,Sants-Montjuïc,18,Sants,73,3095,560,1
2021-01-01,3,Sants-Montjuïc,18,Sants,73,3095,86,2
2021-01-01,3,Sants-Montjuïc,18,Sants,73,3095,50,3
2021-01-01,3,Sants-Montjuïc,18,Sants,73,3095,5,4
2021-01-01,3,Sants-Montjuïc,18,Sants,73,3095,1,5
2021-01-01,3,Sants-Montjuïc,18,Sants,73,3096,511,1
2021-01-01,3,Sants-Montjuïc,18,Sants,73,3096,80,2
2021-01-01,3,Sants-Montjuïc,18,Sants,73,3096,41,3
2021-01-01,3,Sants-Montjuïc,18,Sants,73,3096,8,4
2021-01-01,3,Sants-Montjuïc,18,Sants,73,3096,4,5
2021-01-01,3,Sants-Montjuïc,18,Sants,73,3097,543,1
2021-01-01,3,Sants-Montjuïc,18,Sants,73,3097,92,2
2021-01-01,3,Sants-Montjuïc,18,Sants,73,3097,45,3
2021-01-01,3,Sants-Montjuïc,18,Sants,73,3097,9,4
2021-01-01,3,Sants-Montjuïc,18,Sants,73,3097,3,5
2021-01-01,3,Sants-Montjuïc,18,Sants,73,3098,429,1
2021-01-01,3,Sants-Montjuïc,18,Sants,73,3098,85,2
2021-01-01,3,Sants-Montjuïc,18,Sants,73,3098,42,3
2021-01-01,3,Sants-Montjuïc,18,Sants,73,3098,6,4
2021-01-01,3,Sants-Montjuïc,18,Sants,73,3098,4,5
2021-01-01,3,Sants-Montjuïc,18,Sants,73,3099,352,1
2021-01-01,3,Sants-Montjuïc,18,Sants,73,3099,55,2
2021-01-01,3,Sants-Montjuïc,18,Sants,73,3099,33,3
2021-01-01,3,Sants-Montjuïc,18,Sants,73,3099,7,4
2021-01-01,3,Sants-Montjuïc,18,Sants,73,3099,1,5
2021-01-01,3,Sants-Montjuïc,18,Sants,73,3100,454,1
2021-01-01,3,Sants-Montjuïc,18,Sants,73,3100,63,2
2021-01-01,3,Sants-Montjuïc,18,Sants,73,3100,43,3
2021-01-01,3,Sants-Montjuïc,18,Sants,73,3100,11,4
2021-01-01,3,Sants-Montjuïc,18,Sants,73,3100,1,5
2021-01-01,3,Sants-Montjuïc,18,Sants,74,3101,453,1
2021-01-01,3,Sants-Montjuïc,18,Sants,74,3101,63,2
2021-01-01,3,Sants-Montjuïc,18,Sants,74,3101,40,3
2021-01-01,3,Sants-Montjuïc,18,Sants,74,3101,7,4
2021-01-01,3,Sants-Montjuïc,18,Sants,74,3101,1,5
2021-01-01,3,Sants-Montjuïc,18,Sants,74,3102,440,1
2021-01-01,3,Sants-Montjuïc,18,Sants,74,3102,56,2
2021-01-01,3,Sants-Montjuïc,18,Sants,74,3102,49,3
2021-01-01,3,Sants-Montjuïc,18,Sants,74,3102,11,4
2021-01-01,3,Sants-Montjuïc,18,Sants,74,3103,410,1
2021-01-01,3,Sants-Montjuïc,18,Sants,74,3103,59,2
2021-01-01,3,Sants-Montjuïc,18,Sants,74,3103,37,3
2021-01-01,3,Sants-Montjuïc,18,Sants,74,3103,4,4
2021-01-01,3,Sants-Montjuïc,18,Sants,74,3104,484,1
2021-01-01,3,Sants-Montjuïc,18,Sants,74,3104,82,2
2021-01-01,3,Sants-Montjuïc,18,Sants,74,3104,38,3
2021-01-01,3,Sants-Montjuïc,18,Sants,74,3104,5,4
2021-01-01,3,Sants-Montjuïc,18,Sants,74,3104,2,5
2021-01-01,3,Sants-Montjuïc,18,Sants,75,3105,387,1
2021-01-01,3,Sants-Montjuïc,18,Sants,75,3105,80,2
2021-01-01,3,Sants-Montjuïc,18,Sants,75,3105,34,3
2021-01-01,3,Sants-Montjuïc,18,Sants,75,3105,4,4
2021-01-01,3,Sants-Montjuïc,18,Sants,75,3105,1,5
2021-01-01,3,Sants-Montjuïc,18,Sants,75,3106,441,1
2021-01-01,3,Sants-Montjuïc,18,Sants,75,3106,64,2
2021-01-01,3,Sants-Montjuïc,18,Sants,75,3106,45,3
2021-01-01,3,Sants-Montjuïc,18,Sants,75,3106,5,4
2021-01-01,3,Sants-Montjuïc,18,Sants,75,3106,2,5
2021-01-01,3,Sants-Montjuïc,18,Sants,76,3107,523,1
2021-01-01,3,Sants-Montjuïc,18,Sants,76,3107,76,2
2021-01-01,3,Sants-Montjuïc,18,Sants,76,3107,56,3
2021-01-01,3,Sants-Montjuïc,18,Sants,76,3107,7,4
2021-01-01,3,Sants-Montjuïc,18,Sants,76,3107,3,5
2021-01-01,3,Sants-Montjuïc,18,Sants,76,3108,505,1
2021-01-01,3,Sants-Montjuïc,18,Sants,76,3108,87,2
2021-01-01,3,Sants-Montjuïc,18,Sants,76,3108,51,3
2021-01-01,3,Sants-Montjuïc,18,Sants,76,3108,15,4
2021-01-01,3,Sants-Montjuïc,18,Sants,76,3108,5,5
2021-01-01,3,Sants-Montjuïc,18,Sants,76,3109,510,1
2021-01-01,3,Sants-Montjuïc,18,Sants,76,3109,82,2
2021-01-01,3,Sants-Montjuïc,18,Sants,76,3109,50,3
2021-01-01,3,Sants-Montjuïc,18,Sants,76,3109,7,4
2021-01-01,3,Sants-Montjuïc,18,Sants,76,3110,511,1
2021-01-01,3,Sants-Montjuïc,18,Sants,76,3110,89,2
2021-01-01,3,Sants-Montjuïc,18,Sants,76,3110,44,3
2021-01-01,3,Sants-Montjuïc,18,Sants,76,3110,6,4
2021-01-01,3,Sants-Montjuïc,18,Sants,76,3110,2,5
2021-01-01,3,Sants-Montjuïc,18,Sants,76,3111,430,1
2021-01-01,3,Sants-Montjuïc,18,Sants,76,3111,75,2
2021-01-01,3,Sants-Montjuïc,18,Sants,76,3111,46,3
2021-01-01,3,Sants-Montjuïc,18,Sants,76,3111,10,4
2021-01-01,3,Sants-Montjuïc,18,Sants,76,3111,1,5
2021-01-01,3,Sants-Montjuïc,18,Sants,76,3112,619,1
2021-01-01,3,Sants-Montjuïc,18,Sants,76,3112,79,2
2021-01-01,3,Sants-Montjuïc,18,Sants,76,3112,65,3
2021-01-01,3,Sants-Montjuïc,18,Sants,76,3112,5,4
2021-01-01,3,Sants-Montjuïc,18,Sants,76,3112,4,5
2021-01-01,3,Sants-Montjuïc,18,Sants,76,3113,565,1
2021-01-01,3,Sants-Montjuïc,18,Sants,76,3113,65,2
2021-01-01,3,Sants-Montjuïc,18,Sants,76,3113,47,3
2021-01-01,3,Sants-Montjuïc,18,Sants,76,3113,6,4
2021-01-01,3,Sants-Montjuïc,18,Sants,76,3113,3,5
2021-01-01,3,Sants-Montjuïc,18,Sants,76,3114,488,1
2021-01-01,3,Sants-Montjuïc,18,Sants,76,3114,69,2
2021-01-01,3,Sants-Montjuïc,18,Sants,76,3114,37,3
2021-01-01,3,Sants-Montjuïc,18,Sants,76,3114,6,4
2021-01-01,3,Sants-Montjuïc,18,Sants,76,3114,1,5
2021-01-01,4,Les Corts,19,les Corts,77,4001,391,1
2021-01-01,4,Les Corts,19,les Corts,77,4001,72,2
2021-01-01,4,Les Corts,19,les Corts,77,4001,39,3
2021-01-01,4,Les Corts,19,les Corts,77,4001,5,4
2021-01-01,4,Les Corts,19,les Corts,77,4001,2,5
2021-01-01,4,Les Corts,19,les Corts,77,4002,594,1
2021-01-01,4,Les Corts,19,les Corts,77,4002,75,2
2021-01-01,4,Les Corts,19,les Corts,77,4002,88,3
2021-01-01,4,Les Corts,19,les Corts,77,4002,11,4
2021-01-01,4,Les Corts,19,les Corts,77,4003,348,1
2021-01-01,4,Les Corts,19,les Corts,77,4003,47,2
2021-01-01,4,Les Corts,19,les Corts,77,4003,32,3
2021-01-01,4,Les Corts,19,les Corts,77,4003,4,4
2021-01-01,4,Les Corts,19,les Corts,77,4003,1,5
2021-01-01,4,Les Corts,19,les Corts,77,4004,345,1
2021-01-01,4,Les Corts,19,les Corts,77,4004,45,2
2021-01-01,4,Les Corts,19,les Corts,77,4004,30,3
2021-01-01,4,Les Corts,19,les Corts,77,4004,5,4
2021-01-01,4,Les Corts,19,les Corts,77,4004,1,5
2021-01-01,4,Les Corts,19,les Corts,77,4005,404,1
2021-01-01,4,Les Corts,19,les Corts,77,4005,52,2
2021-01-01,4,Les Corts,19,les Corts,77,4005,48,3
2021-01-01,4,Les Corts,19,les Corts,77,4005,7,4
2021-01-01,4,Les Corts,19,les Corts,77,4005,2,5
2021-01-01,4,Les Corts,19,les Corts,77,4006,374,1
2021-01-01,4,Les Corts,19,les Corts,77,4006,43,2
2021-01-01,4,Les Corts,19,les Corts,77,4006,44,3
2021-01-01,4,Les Corts,19,les Corts,77,4006,6,4
2021-01-01,4,Les Corts,19,les Corts,77,4006,2,5
2021-01-01,4,Les Corts,19,les Corts,77,4007,345,1
2021-01-01,4,Les Corts,19,les Corts,77,4007,45,2
2021-01-01,4,Les Corts,19,les Corts,77,4007,34,3
2021-01-01,4,Les Corts,19,les Corts,77,4007,8,4
2021-01-01,4,Les Corts,19,les Corts,77,4007,1,5
2021-01-01,4,Les Corts,19,les Corts,77,4008,365,1
2021-01-01,4,Les Corts,19,les Corts,77,4008,50,2
2021-01-01,4,Les Corts,19,les Corts,77,4008,32,3
2021-01-01,4,Les Corts,19,les Corts,77,4008,4,4
2021-01-01,4,Les Corts,19,les Corts,77,4008,1,5
2021-01-01,4,Les Corts,19,les Corts,77,4009,513,1
2021-01-01,4,Les Corts,19,les Corts,77,4009,73,2
2021-01-01,4,Les Corts,19,les Corts,77,4009,45,3
2021-01-01,4,Les Corts,19,les Corts,77,4009,6,4
2021-01-01,4,Les Corts,19,les Corts,77,4009,2,5
2021-01-01,4,Les Corts,19,les Corts,78,4010,277,1
2021-01-01,4,Les Corts,19,les Corts,78,4010,36,2
2021-01-01,4,Les Corts,19,les Corts,78,4010,38,3
2021-01-01,4,Les Corts,19,les Corts,78,4010,1,4
2021-01-01,4,Les Corts,19,les Corts,78,4010,2,5
2021-01-01,4,Les Corts,19,les Corts,78,4011,526,1
2021-01-01,4,Les Corts,19,les Corts,78,4011,91,2
2021-01-01,4,Les Corts,19,les Corts,78,4011,77,3
2021-01-01,4,Les Corts,19,les Corts,78,4011,12,4
2021-01-01,4,Les Corts,19,les Corts,78,4011,1,5
2021-01-01,4,Les Corts,19,les Corts,78,4012,488,1
2021-01-01,4,Les Corts,19,les Corts,78,4012,54,2
2021-01-01,4,Les Corts,19,les Corts,78,4012,41,3
2021-01-01,4,Les Corts,19,les Corts,78,4012,4,4
2021-01-01,4,Les Corts,19,les Corts,78,4013,395,1
2021-01-01,4,Les Corts,19,les Corts,78,4013,59,2
2021-01-01,4,Les Corts,19,les Corts,78,4013,44,3
2021-01-01,4,Les Corts,19,les Corts,78,4013,3,4
2021-01-01,4,Les Corts,19,les Corts,78,4013,1,5
2021-01-01,4,Les Corts,19,les Corts,78,4014,258,1
2021-01-01,4,Les Corts,19,les Corts,78,4014,36,2
2021-01-01,4,Les Corts,19,les Corts,78,4014,27,3
2021-01-01,4,Les Corts,19,les Corts,78,4014,4,4
2021-01-01,4,Les Corts,19,les Corts,78,4015,625,1
2021-01-01,4,Les Corts,19,les Corts,78,4015,93,2
2021-01-01,4,Les Corts,19,les Corts,78,4015,52,3
2021-01-01,4,Les Corts,19,les Corts,78,4015,11,4
2021-01-01,4,Les Corts,19,les Corts,78,4015,1,5
2021-01-01,4,Les Corts,19,les Corts,78,4016,365,1
2021-01-01,4,Les Corts,19,les Corts,78,4016,54,2
2021-01-01,4,Les Corts,19,les Corts,78,4016,29,3
2021-01-01,4,Les Corts,19,les Corts,78,4016,8,4
2021-01-01,4,Les Corts,19,les Corts,78,4016,1,5
2021-01-01,4,Les Corts,19,les Corts,79,4017,404,1
2021-01-01,4,Les Corts,19,les Corts,79,4017,52,2
2021-01-01,4,Les Corts,19,les Corts,79,4017,49,3
2021-01-01,4,Les Corts,19,les Corts,79,4017,10,4
2021-01-01,4,Les Corts,19,les Corts,79,4018,497,1
2021-01-01,4,Les Corts,19,les Corts,79,4018,73,2
2021-01-01,4,Les Corts,19,les Corts,79,4018,59,3
2021-01-01,4,Les Corts,19,les Corts,79,4018,9,4
2021-01-01,4,Les Corts,19,les Corts,79,4018,2,5
2021-01-01,4,Les Corts,19,les Corts,79,4019,382,1
2021-01-01,4,Les Corts,19,les Corts,79,4019,58,2
2021-01-01,4,Les Corts,19,les Corts,79,4019,56,3
2021-01-01,4,Les Corts,19,les Corts,79,4019,14,4
2021-01-01,4,Les Corts,19,les Corts,79,4019,2,5
2021-01-01,4,Les Corts,19,les Corts,79,4020,433,1
2021-01-01,4,Les Corts,19,les Corts,79,4020,57,2
2021-01-01,4,Les Corts,19,les Corts,79,4020,77,3
2021-01-01,4,Les Corts,19,les Corts,79,4020,9,4
2021-01-01,4,Les Corts,19,les Corts,79,4020,2,5
2021-01-01,4,Les Corts,19,les Corts,79,4021,439,1
2021-01-01,4,Les Corts,19,les Corts,79,4021,59,2
2021-01-01,4,Les Corts,19,les Corts,79,4021,52,3
2021-01-01,4,Les Corts,19,les Corts,79,4021,7,4
2021-01-01,4,Les Corts,19,les Corts,79,4021,2,5
2021-01-01,4,Les Corts,19,les Corts,80,4022,590,1
2021-01-01,4,Les Corts,19,les Corts,80,4022,62,2
2021-01-01,4,Les Corts,19,les Corts,80,4022,49,3
2021-01-01,4,Les Corts,19,les Corts,80,4022,11,4
2021-01-01,4,Les Corts,19,les Corts,81,4023,290,1
2021-01-01,4,Les Corts,19,les Corts,81,4023,50,2
2021-01-01,4,Les Corts,19,les Corts,81,4023,45,3
2021-01-01,4,Les Corts,19,les Corts,81,4023,10,4
2021-01-01,4,Les Corts,19,les Corts,81,4023,1,5
2021-01-01,4,Les Corts,19,les Corts,81,4024,279,1
2021-01-01,4,Les Corts,19,les Corts,81,4024,37,2
2021-01-01,4,Les Corts,19,les Corts,81,4024,34,3
2021-01-01,4,Les Corts,19,les Corts,81,4024,19,4
2021-01-01,4,Les Corts,19,les Corts,81,4024,4,5
2021-01-01,4,Les Corts,19,les Corts,82,4025,380,1
2021-01-01,4,Les Corts,19,les Corts,82,4025,66,2
2021-01-01,4,Les Corts,19,les Corts,82,4025,51,3
2021-01-01,4,Les Corts,19,les Corts,82,4025,7,4
2021-01-01,4,Les Corts,19,les Corts,82,4025,1,5
2021-01-01,4,Les Corts,19,les Corts,82,4026,406,1
2021-01-01,4,Les Corts,19,les Corts,82,4026,72,2
2021-01-01,4,Les Corts,19,les Corts,82,4026,44,3
2021-01-01,4,Les Corts,19,les Corts,82,4026,3,4
2021-01-01,4,Les Corts,19,les Corts,82,4026,1,5
2021-01-01,4,Les Corts,19,les Corts,82,4027,452,1
2021-01-01,4,Les Corts,19,les Corts,82,4027,64,2
2021-01-01,4,Les Corts,19,les Corts,82,4027,57,3
2021-01-01,4,Les Corts,19,les Corts,82,4027,9,4
2021-01-01,4,Les Corts,19,les Corts,83,4028,447,1
2021-01-01,4,Les Corts,19,les Corts,83,4028,74,2
2021-01-01,4,Les Corts,19,les Corts,83,4028,44,3
2021-01-01,4,Les Corts,19,les Corts,83,4028,8,4
2021-01-01,4,Les Corts,19,les Corts,83,4028,2,5
2021-01-01,4,Les Corts,19,les Corts,83,4029,371,1
2021-01-01,4,Les Corts,19,les Corts,83,4029,59,2
2021-01-01,4,Les Corts,19,les Corts,83,4029,37,3
2021-01-01,4,Les Corts,19,les Corts,83,4029,5,4
2021-01-01,4,Les Corts,19,les Corts,83,4029,2,5
2021-01-01,4,Les Corts,19,les Corts,83,4030,540,1
2021-01-01,4,Les Corts,19,les Corts,83,4030,77,2
2021-01-01,4,Les Corts,19,les Corts,83,4030,98,3
2021-01-01,4,Les Corts,19,les Corts,83,4030,15,4
2021-01-01,4,Les Corts,19,les Corts,84,4031,483,1
2021-01-01,4,Les Corts,19,les Corts,84,4031,69,2
2021-01-01,4,Les Corts,19,les Corts,84,4031,48,3
2021-01-01,4,Les Corts,19,les Corts,84,4031,6,4
2021-01-01,4,Les Corts,19,les Corts,84,4031,3,5
2021-01-01,4,Les Corts,19,les Corts,84,4032,505,1
2021-01-01,4,Les Corts,19,les Corts,84,4032,73,2
2021-01-01,4,Les Corts,19,les Corts,84,4032,57,3
2021-01-01,4,Les Corts,19,les Corts,84,4032,2,4
2021-01-01,4,Les Corts,19,les Corts,84,4032,1,5
2021-01-01,4,Les Corts,19,les Corts,84,4033,394,1
2021-01-01,4,Les Corts,19,les Corts,84,4033,55,2
2021-01-01,4,Les Corts,19,les Corts,84,4033,41,3
2021-01-01,4,Les Corts,19,les Corts,84,4033,8,4
2021-01-01,4,Les Corts,19,les Corts,84,4033,2,5
2021-01-01,4,Les Corts,19,les Corts,84,4034,474,1
2021-01-01,4,Les Corts,19,les Corts,84,4034,48,2
2021-01-01,4,Les Corts,19,les Corts,84,4034,47,3
2021-01-01,4,Les Corts,19,les Corts,84,4034,11,4
2021-01-01,4,Les Corts,19,les Corts,84,4034,2,5
2021-01-01,4,Les Corts,19,les Corts,84,4035,473,1
2021-01-01,4,Les Corts,19,les Corts,84,4035,69,2
2021-01-01,4,Les Corts,19,les Corts,84,4035,47,3
2021-01-01,4,Les Corts,19,les Corts,84,4035,9,4
2021-01-01,4,Les Corts,19,les Corts,84,4035,1,5
2021-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,85,4036,529,1
2021-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,85,4036,85,2
2021-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,85,4036,77,3
2021-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,85,4036,15,4
2021-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,85,4036,1,5
2021-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,85,4037,666,1
2021-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,85,4037,97,2
2021-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,85,4037,76,3
2021-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,85,4037,12,4
2021-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,85,4038,417,1
2021-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,85,4038,46,2
2021-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,85,4038,48,3
2021-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,85,4038,6,4
2021-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,85,4038,1,5
2021-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,85,4039,395,1
2021-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,85,4039,65,2
2021-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,85,4039,44,3
2021-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,85,4039,6,4
2021-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,85,4039,2,5
2021-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,85,4040,487,1
2021-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,85,4040,78,2
2021-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,85,4040,69,3
2021-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,85,4040,17,4
2021-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,85,4040,1,5
2021-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,85,4041,442,1
2021-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,85,4041,74,2
2021-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,85,4041,45,3
2021-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,85,4041,2,4
2021-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,85,4041,1,5
2021-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,85,4042,630,1
2021-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,85,4042,70,2
2021-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,85,4042,50,3
2021-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,85,4042,3,4
2021-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,86,4043,537,1
2021-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,86,4043,62,2
2021-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,86,4043,63,3
2021-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,86,4043,4,4
2021-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,86,4043,1,5
2021-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,86,4044,510,1
2021-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,86,4044,88,2
2021-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,86,4044,41,3
2021-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,86,4044,9,4
2021-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,86,4045,443,1
2021-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,86,4045,71,2
2021-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,86,4045,56,3
2021-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,86,4045,8,4
2021-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,86,4045,1,5
2021-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,86,4046,715,1
2021-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,86,4046,98,2
2021-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,86,4046,101,3
2021-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,86,4046,18,4
